id,GPStime,centralFreq,peakFreq,snr,ifo,bandwidth,duration
SDDrjeHB4o,1131326876.172,3576.408,262.065,1946.15,H1,7142.90332,9.625
E8h1ytazTA,1134336953.594,2484.708,10.88,28.309,L1,4957.131348,2.688
KrK7cfQoXn,1132172963.875,11.802,11.53,7.71,L1,5.367,1.25
ueZTzBFPdD,1129618951.843,1226.368,183.495,21.756,H1,2334.191895,0.156
pruBtY7y0L,1126943667.914,52.396,48.865,10.054,H1,40.791199,0.438
sCBpIJYDN8,1129312751.766,64.615,60.799,10.984,H1,22.86685,0.563
21oH8hwFuw,1129835743.822,156.567,153.654,7.657,L1,93.562981,0.031
kwJEAID0xo,1136437906.406,3654.764,10.88,14.051,H1,7294.304688,2.565
5BWOU7BjdD,1128421900.48,206.665,134.965,8.073,L1,178.921906,0.039
CwFHmEjHZP,1126786012.187,444.386,99.067,73.294,H1,824.772766,1
Sz7LDjLsrX,1136366775.926,2750.926,582.108,9.897,L1,4424.696777,0.118
pz7m1hu2OX,1132747015.736,3407.012,498.708,323.673,L1,6790.645508,2.676
rHoe6H0UVZ,1130332571.375,3981.086,402.439,339.572,L1,7938.793457,1.75
d4lUvqUKlA,1135143863.447,3981.086,72.366,62.664,L1,7938.793457,1.75
NLiEOfQGru,1128404104.957,163.571,120.558,7.803,L1,105.599457,0.039
CYdz0xDlwn,1134280815.916,78.934,72.366,11.369,H1,89.547592,0.094
45LPn3KaDj,1135042987.188,3194.9,24.801,12.037,H1,6348.597656,1.649
uHC01bdGML,1134479142.594,33.472,30.504,10.549,H1,37.972542,1.25
N7D4Sk0aYr,1127309035.302,1212.732,183.495,30.913,H1,2361.463379,1.633
flw8JPumMq,1137228387.561,1536.382,1527.022,10.686,L1,1074.647461,0.098
Qi3MlldQSQ,1127592567.995,247.28,149.414,20.197,L1,430.560944,0.25
EfXNT7iM1W,1134915729.531,4007.745,102.199,12.447,L1,7885.476074,3.953
C1Sxb7W7YL,1132811786.477,2619.967,19.983,42.081,H1,5231.933594,3.582
bQVQOXSj4a,1132152685.266,687.1,402.439,11.53,H1,1244.18689,0.047
XvIt60qFZK,1130908148.172,3595.096,59.708,15.121,H1,7105.52832,1.125
Jr8sksTAEZ,1127959762.999,990.461,225.349,146.948,H1,1916.922485,1.375
jp3725Ee1d,1132687750.831,310.084,211.477,8.461,H1,490.155029,0.02
KLpv7jeU9u,1132158586.499,361.062,170.654,25.179,H1,653.803711,0.375
EyX6uZM6Qo,1136425079.06,213.261,170.654,8.915,H1,296.509125,0.047
d1QECKJ7oo,1129216370.257,1972.764,1323.998,7.536,L1,3881.52832,0.88
44bFiUQPVZ,1131747192.563,3980.286,10.771,9.249,L1,7940.394043,2.75
OKXBqbNyMN,1132156119.427,361.062,170.654,26.101,H1,653.803711,0.25
5wKFCaCYxH,1137245478.308,436.291,137.711,42.894,H1,832.486267,0.438
pBXNSxuw4w,1133206699.125,1601.82,11.127,8.646,L1,3181.972412,1.75
HV4CgM0uMJ,1133335604.803,1902.035,262.065,56.734,H1,3748.937744,0.5
w5RavdankL,1133294990.313,3201.052,30.169,14.82,H1,6371.401367,2.75
KTlg7Xspsx,1135835760.381,2428.883,101.852,8.453,L1,4696.652344,0.914
DGv3QxA0Q6,1133687259.188,3029.676,64.915,8.135,L1,5933.76709,0.5
6Vr1gZrChR,1132814098.875,1247.764,21.884,53.214,H1,2487.255615,5.875
Ur9J3LXAzN,1131663278.576,112.066,89.676,16.175,H1,155.81163,0.25
vAu25xzbgX,1129309342.971,1972.764,65.684,1198.449,H1,3881.52832,9.111
zkqsD91U1Y,1127308687.917,378.457,417.4,8.539,H1,638.371704,0.064
aHmlPNowBS,1127020817.828,46.625,48.394,8.294,H1,29.250059,0.438
u8dASpx2k1,1132937496.924,440.384,324.754,13.65,H1,824.299805,0.188
H6ZlH3O08n,1132180677.968,2784.367,170.654,44.105,H1,5532.833496,0.825
fkLHqSnRCT,1135792284.355,554.465,211.477,27.144,L1,1004.013428,0.25
aM9LmVlvQG,1130595541.828,71.08,59.708,13.363,H1,57.495892,0.875
PEkb8Df20q,1127180255.434,1653.409,417.4,130.057,H1,3242.818115,1.625
h1CHZ99ZJv,1132687388.884,237.252,170.654,10.415,H1,421.486084,0.031
X0QoOp0oQT,1126881919.136,172.996,121.663,10.381,H1,267.394379,0.078
Rww6HkwsFU,1135767589.203,3001.882,13.768,7.775,H1,5989.353516,4.375
sbuK2c0P9e,1127123810.479,1891.203,99.067,318.037,H1,3718.40625,2.258
LdD0V0fQT3,1134791522.469,65.66,10.88,12.894,H1,116.095818,1.75
8SWF6rwp4A,1131063259.848,3458.39,116.622,60.334,H1,6906.865234,2
GQEo3lKIaE,1129251005.839,308.166,225.349,18.376,L1,519.806091,0.094
xd28sIbrCK,1129802126.187,1894.853,2025.31,14.068,H1,3711.107178,0.113
Eo6Haa3Ex9,1133275901.462,3698.458,324.754,2046.745,H1,7387.001465,5.648
8ReCNF8dz8,1136265440.375,3977.72,11.127,28.719,L1,7945.525879,6.5
7lfpfndcIk,1128127032.423,140.865,149.414,11.553,L1,217.730896,0.25
qCNEsqAzzX,1135174819.909,433.51,111.128,108.216,H1,838.048462,1.375
Xc39oIWiuw,1128758280.719,66.097,65.52,8.154,L1,8.8498,0.563
9KxkAzsjQ3,1129240722.974,1228.915,121.663,279.458,H1,2393.82959,1.75
liHwbOudCA,1135500001.875,3978.313,11.127,15.439,L1,7944.340332,3
F0nruFQGtK,1135170344.882,1894.097,111.128,89.673,H1,3764.814453,2
cDicjdw28V,1129186905.815,1709.029,276.75,115.36,H1,3354.05835,1.5
uf0R7CtWRE,1128467390.811,1972.764,417.4,1166.658,H1,3881.52832,5.688
bdv9ZcYpJU,1137209605.313,3388.789,11.139,28.712,L1,6762.354492,7.053
kXyFYvXarx,1133887238.688,2986.173,64.915,9.523,L1,5852.025879,1.125
crngcJ4lCR,1126793808.607,83.413,53.485,24.418,L1,102.826599,0.5
tCRNSKfszs,1132680524.431,138.874,111.128,11.033,H1,193.083847,0.039
Y0kw9YheGM,1127571448.165,247.28,121.663,20.22,H1,430.560944,0.406
KkYpM5T70s,1136266310.375,3977.241,13.296,21.935,L1,7946.48291,4.373
HLxo7bxPTw,1136897900.625,3977.241,12.382,38.087,L1,7946.48291,15
SVia5XguFB,1135120500.813,2016.188,11.139,26.09,L1,4017.151611,3.75
lbgh0T62Zv,1127494337.479,755.147,706.861,8.76,H1,321.833466,0.266
ioeZpfp4GI,1128654099.288,1972.764,225.349,1742.312,H1,3881.52832,5.75
lXP9HVd0VT,1130151291.842,832.351,324.754,22.69,H1,1580.03833,0.219
VWFMc8Ihew,1133083327.563,3835.468,64.915,10.579,L1,7551.002441,1.5
fveHE1ykyi,1128859615.422,57.674,60.799,13.125,H1,36.74968,0.688
lRdK090uMl,1135552954.75,3878.407,13.64,9.529,L1,7738.682129,2.5
JkqtKvW1yC,1136401229.25,1096.965,16.324,18.405,H1,2181.12793,9.984
pAI4G5Yyer,1134983743.154,206.987,89.676,15.413,L1,309.057831,0.313
lzpLxIUL0I,1132645218.938,1248.526,65.531,8.825,L1,2371.467285,0.588
cQxuyqhnRj,1132603692.427,667.75,211.477,49.377,H1,1282.888306,0.438
PU5Q05ncQ3,1132805275.973,2960.81,38.027,90.701,H1,5902.753418,2.5
z6qm5kfdjv,1132235218.404,1022.311,402.439,48.288,H1,1976.30249,0.25
IdstMgTSrZ,1132921660.296,545.316,137.711,18.371,H1,1022.31134,0.156
M4AcclMkNH,1130780723.984,71.08,59.708,13.827,H1,57.495892,0.75
vKv576j0T4,1132723844.76,3979.958,324.754,181.129,L1,7941.049805,2.25
hYIjkMCCVa,1136391569.953,3172.758,219.814,51.025,H1,6327.279785,5.813
xlh6r4Rk73,1130092708.476,1262.776,262.065,51.568,H1,2457.231934,0.438
0UI8BHwSEz,1135034465.922,2333.83,12.239,18.096,H1,4652.435059,2.5
ewxRLFxH7b,1131367285.783,3233.915,262.065,1466.748,H1,6457.916016,4.625
WU19G83GuC,1134164620.234,2434.358,10.501,16.253,L1,4856.431641,2.25
kJngTXqdii,1129797803.325,1998.528,1996.2,8.721,H1,2034.44165,0.029
o62DdgyIog,1126640799.828,60.527,59.089,12.312,H1,24.528191,0.625
UIFCpkTsva,1133938071.892,370.211,211.477,12.779,H1,635.505798,0.125
fHW9kNCXpp,1127135241.969,1972.764,52.731,232.043,L1,3881.52832,2
0QOUM6EJce,1127793706.899,444.386,99.067,18.287,H1,824.772766,0.313
gjYAufXDzz,1136489988.373,3085.439,89.676,137.478,L1,6147.500488,2
eVtwSojG4b,1134506054.875,3687.642,18.811,1658.154,L1,7367.28418,9.5
acjAJgBzCU,1134152856.599,2832.524,137.711,111.784,H1,5636.07666,1.25
674dpF8F9U,1127624978.422,68.829,59.089,11.603,H1,41.13155,0.531
N41WtjJZOh,1126882005.359,56.045,59.089,13.751,H1,33.492142,0.688
KrNHHPIFQY,1134650502.902,2528.826,47.124,1451.23,H1,5047.738281,9.813
P0Q6daVeiQ,1132896235.525,232.002,58.396,44.11,H1,431.985992,1
zXbj1vw8Gz,1134176827.688,1122.396,21.894,10.613,H1,2208.890625,1.5
tCrJ3SFRi3,1128404144.316,218.122,120.558,9.075,L1,302.938873,0.047
OEWu2HEKMf,1129767298.759,172.996,121.663,12.494,H1,267.394379,0.063
M3btyjgjls,1132075052.495,2547.513,111.128,12.295,H1,5010.363281,0.256
0q4vXdyhJS,1136890843.791,2916.318,402.439,1661.315,H1,5820.350098,9.125
QTxhbla6Lj,1130907485.12,2977.156,262.065,27.103,H1,5870.061035,0.188
Jglw3Rxrwv,1130780440.969,2411.475,83.006,9.039,L1,4659.276367,0.5
uiD9EkZTU0,1136122593.625,3977.241,10.548,14.101,L1,7946.48291,3.5
NXbID8HpNS,1132400247.362,1262.776,324.754,40.023,L1,2457.231934,0.281
umoIEu6SuE,1127497943.339,494.427,183.495,10.724,H1,843.272095,0.082
IT2pRjK6GT,1132683755.875,3875.874,27.982,907.799,L1,7743.748047,13.5
Qf7NuoBggZ,1129802005.608,1972.764,2025.31,37.006,H1,3881.52832,0.313
gyr3ixPDam,1131624175.137,3356.2,324.754,1541.218,H1,6700.114746,5.872
WLFtCjXRAH,1134542298.828,2473.247,10.501,12.174,L1,4934.208008,2
W8PMIXnm5Y,1135827400.515,1031.46,211.477,20.833,L1,1958.004639,0.188
EUCbsl5dzI,1132211594.375,10.431,11.949,10.148,H1,5.63878,2.5
wdA3tKo7y8,1135282288.438,1103.004,22.688,10.218,H1,2169.050049,1.5
R9G3zfBZyc,1132304123.529,443.347,89.676,10.073,H1,818.37384,0.094
EwLXlWyfJe,1133121137.313,64.203,64.915,10.165,L1,8.08396,1
MgPGpz4iNj,1137216379.889,1303.923,1527.022,10.74,L1,583.655518,0.055
mh5lShnvsp,1132413460.22,298.747,170.654,14.138,H1,512.830017,0.078
vj40Ydo9cE,1128389004.105,158.524,134.965,7.635,L1,69.029388,0.102
ENn6UECFXj,1136285951.125,3386.983,10.93,27.283,L1,6765.966309,4.75
4OLiPZyCuJ,1134557020.531,3979.047,10.88,13.578,L1,7942.870605,2
Y97auZQUh4,1130180570.375,2964.857,18.651,7.8,L1,5894.658203,1.519
bOVu624lU9,1135315258.677,3376.477,137.711,29.046,H1,6684.634277,0.375
mlBeSysjoG,1134453359.102,1921.04,211.477,45.598,H1,3757.41626,0.438
kOm8v2agoj,1130539966.114,828.265,211.477,44.024,H1,1588.209961,0.438
iGm1ylQt6K,1136035901.853,1019.014,211.477,52.581,H1,1982.896729,0.5
0H27ffyt60,1132886510.769,357.765,170.654,30.315,H1,660.397888,0.281
DipnUL6flH,1128421725.738,206.665,134.965,8.643,L1,178.921906,0.039
TWX8DOUWwe,1130801137.644,2619.967,111.128,321.817,L1,5231.933594,6.324
z8M2SAhCbD,1134486069.563,3366.64,21.507,9.507,H1,6704.308594,1.25
svRj1D9qGc,1135746767.203,2079.639,10.501,9.378,L1,4146.992676,3
IMe37Qf1MA,1128523603.726,662.101,183.495,51.466,H1,1260.201172,0.75
Jmu8lzu6lb,1129968028.602,47.521,27.9,28.679,H1,66.071716,0.313
97HeD0I1RT,1130311484.641,66.508,59.708,12.859,H1,28.09918,0.813
Abi5dUd74u,1132964520.188,64.973,64.915,8.332,L1,4.36192,0.75
fzKKVOPN8q,1133747562.875,2958.093,18.634,49.067,H1,5908.186035,6
MgSMyTJzFB,1135874563.828,2735.056,15.488,31.977,L1,5457.826172,3.597
7EnqHZOZxY,1128695428.302,364.822,149.414,69.382,H1,665.643311,0.75
Rpyu3hCCAf,1127456311.266,68.829,60.799,13.677,H1,41.13155,0.688
kT4j4j6JkY,1130173806.766,3380.563,59.708,11.339,H1,6676.462402,0.75
Vxl1qTatyt,1131313598.891,43.479,59.708,13.514,H1,74.156601,1.25
1lG92tvHfY,1128344827.449,1838.466,339.876,2796.538,H1,3612.932861,9.375
wHafkysf6Q,1132942152.964,250.227,111.128,10.171,H1,395.537262,0.125
vRoNJgcJVM,1132180198.534,538.629,324.754,15.318,H1,1035.684326,0.141
Fwc5VM97Zk,1128421600.16,1408.574,134.965,8.838,L1,2554.728027,0.125
AeobAJO8HT,1129217571.594,1243.309,64.579,9.493,L1,2367.542969,0.625
GqpWicP3e7,1133690889.281,34.797,32.623,10.829,H1,50.727669,2.5
7g6mTXGchD,1131054717.713,3979.958,72.366,67.547,H1,7941.049805,0.875
nXKNshtgNg,1127985363.652,64.347,58.024,10.26,L1,50.095501,0.375
z5DO5iNRwS,1131403934.672,3404.239,10.501,12.849,L1,6796.192383,1.75
FMln992woH,1133088002.898,1026.397,324.754,20.022,H1,1968.130981,0.219
6WtsoIu0j4,1126668020.419,204.324,121.663,25.569,H1,344.648926,0.375
ir9bSFm0fH,1126888182.434,74.542,58.024,7.784,H1,70.486023,0.313
Qn5hY7M8os,1134435083.836,2473.981,13.013,9.266,L1,4932.738281,1.25
xy7S4cCBrz,1129728248.707,990.461,339.876,53.188,H1,1916.922485,0.375
JEJM1cl6As,1137022243.878,250.227,137.711,12.363,H1,395.537262,0.063
WpppiQnxxD,1133221370.554,3199.221,137.711,94.334,H1,6375.062988,2.305
Ql9F2cJkin,1135446148.438,3978.313,11.139,26.293,L1,7944.340332,5.25
eQv78BnZWL,1130535859.138,365.148,111.128,14.36,L1,645.632141,0.094
ZUMPPmRLuv,1132779741.205,2391.722,402.439,27.316,L1,4698.78125,0.263
lI8XeUPGqR,1131343422.344,3981.011,38.713,612.198,L1,7938.943359,4
JWs6sMxzFB,1127720983.373,368.471,276.75,12.372,L1,658.344238,0.094
aoGzNY4jhC,1134176528.563,1305.971,20.755,9.469,H1,2574.984375,1.75
7J455lxVTv,1130326254.496,3234.508,24.763,1084.688,H1,6456.72998,4.766
NKqYoy7VrY,1127209490.706,250.93,121.663,22.043,H1,423.261902,0.25
np7O0EFowl,1137221631.842,1823.11,1527.022,10.664,L1,832.770325,0.188
6laqiBCa8C,1129802265.304,1818.097,2025.31,15.253,H1,3539.667725,0.041
CmBMIOsQRi,1131055951.6,3807.963,89.676,50.501,H1,7606.012695,0.875
GqHQ3kmpfO,1133747513.563,3940.942,28.599,13.469,H1,7869.445801,3.125
UtrIyF82yY,1136112360.844,3977.72,31.546,3388.513,H1,7945.525879,7
AxCE7ooqbV,1126799955.113,1212.732,512.608,58.989,L1,2361.463379,0.688
p0iWnkCAsJ,1134450959.351,704.511,211.477,10.879,H1,1209.365967,0.063
FdJbdku1F6,1135631715.019,3004.124,262.065,102.577,H1,5984.869629,1.75
EqMxHRGYYj,1128900232.153,177.478,121.663,11.047,H1,258.43045,0.063
g5P4phRDGx,1133368289.664,542.019,211.477,46.836,H1,1028.905518,0.5
UoXD2DQ5LQ,1137013175.625,3293.387,10.548,30.093,L1,6574.489746,2.5
B4DW7CZtwe,1134782981.563,3979.047,10.416,13.002,L1,7942.870605,5.75
PbIAjLzjJv,1132231534.368,197.838,111.128,10.127,H1,327.355743,0.027
WIjQYxuUMo,1129802341.218,2010.791,2025.31,9.944,H1,3268.283936,0.086
2IHLWtimQS,1127307214.893,204.324,65.684,8.937,H1,344.648926,0.141
AQL20irVPZ,1128299088.969,1944.64,35.36,40.512,L1,3825.279297,6.852
ki1aXrxKLC,1127315374.394,1228.915,99.067,13.865,H1,2393.82959,0.203
kdvGTOw0Gg,1127307824.428,1688.989,967.908,10.395,H1,3313.978516,0.477
X2zPcOm7kg,1129218359.499,148.997,99.067,12.768,H1,201.46788,0.188
kbkBKCGl4w,1135794440.833,303.81,211.477,10.631,H1,502.703705,0.02
JF7RMXfxT8,1136435113.906,1406.447,10.88,16.009,H1,2801.216553,2.848
pTuOfqknKp,1129555176.922,57.674,60.799,11.793,H1,36.74968,0.531
ro141vi2x3,1131334134.319,307.564,111.128,14.44,H1,495.194885,0.25
iYyRco386x,1133088964.632,3570.019,137.711,13.414,H1,7035.120605,0.12
vaYWIsilv3,1135446496.563,3386.983,10.416,28.374,L1,6765.966309,4.926
pQFzXA0Tgk,1135126797.75,2924.835,13.769,48.311,L1,5837.385742,7.811
z8QAyJVeiS,1128388962.527,158.524,134.965,7.546,L1,69.029388,0.031
N5wfUYVN77,1126888056.162,368.471,65.684,10.17,H1,658.344238,0.563
oYsCM7p6gO,1132175093.919,250.227,211.477,11.769,H1,395.537262,0.125
gbQiqPUH9R,1133997037.113,58.889,38.027,9.783,L1,81.876953,0.25
UVdBWAv1Vv,1130818796.559,2644.247,38.027,1549.303,H1,5278.57959,6.563
aXwFtcIDw5,1132744312.463,769.859,58.396,57.28,H1,1510.746582,1.25
8cdy8KZCmv,1130521490.124,818.428,211.477,146.201,H1,1607.884644,1.5
uTge31f6MI,1135367739.438,941.365,21.128,10.545,H1,1848.627563,1.563
BiQqY6aHP9,1128150679.676,70.893,43.551,13.817,H1,77.785088,0.875
ZePr7qSH3i,1136529806.375,2367.098,10.548,12.324,L1,4718.97168,5.25
u6R2vUnzl0,1126585407.922,56.045,48.394,9.34,H1,33.492142,0.563
n5gzapk2P6,1132244818.711,668.38,324.754,37.621,H1,1281.627563,0.25
rZovAhAQfA,1128404194.358,298.891,121.663,9.775,H1,479.238647,0.078
V2nFpfUmSN,1129114012.764,98.79,80.667,12.742,L1,133.579987,0.375
XfADUEyMbn,1127564191.51,206.721,190.779,7.834,L1,143.788803,0.084
uOKTVUVF1k,1134580833.604,3906.62,89.676,257.708,L1,7789.86084,2.75
85tUTVmIQD,1133103852.862,1060.907,170.654,8.794,H1,1991.800293,0.082
9LO45gQor9,1126675571.719,1521.968,35.36,52.169,L1,2979.936523,6.75
IVyXC7BfSh,1134295760.186,112.066,89.676,16.443,H1,155.81163,0.188
Wk6cZ6FuiI,1129511148.226,1212.732,276.75,26.288,H1,2361.463379,0.25
Kcl7gXmGIh,1137025709.625,1850.519,10.737,11.73,L1,3682.799805,3
2l4gMR7z4b,1132109950.988,124.951,47.124,57.551,H1,220.930054,1.75
YWmDY59hCO,1128388955.121,1524.626,134.965,8.832,L1,2801.233643,0.068
N4i9rz6kNa,1127633806.256,1653.409,276.75,1591.51,H1,3242.818115,10.25
rG57jPyfe1,1134294727.337,3699.425,137.711,21.987,H1,7343.718262,0.347
5EVDGG63kS,1132528351.624,310.084,211.477,9.201,H1,490.155029,0.016
F7EwsRwKGy,1136035505.875,3979.78,19.17,28.864,H1,7941.405273,5.5
oJoIFR1deP,1129356518.661,2002.593,1583.455,9.996,L1,3598.490479,0.874
vD64WNqm7w,1135559533.563,3984.217,25.247,15.697,H1,7932.532227,3.25
FBqbMjbtp3,1131058947.265,3902.775,137.711,76.818,H1,7797.550293,4.125
EgGpXmScGQ,1134203148.869,1017.647,211.477,51.601,H1,1966.973755,0.625
yerLP7P7cl,1135856746.498,3978.769,89.676,279.209,L1,7943.428223,5
DLjrwWoYsv,1136607254.31,814.256,137.711,316.237,L1,1616.227539,4.25
3t2uC8YEXt,1127409209.718,1233.127,629.531,16.752,H1,2320.672363,0.094
kLjtdxMBAH,1128129732.421,172.996,121.663,12.327,L1,267.394379,0.109
iV8aet0nHo,1126658670.641,62.156,60.799,11.231,H1,27.78573,0.5
xwVQfZt5qx,1130482409.875,3977.241,18.459,343.621,H1,7946.48291,17
IOptGmbrPH,1136012324.813,3807.963,31.263,10252.328,H1,7606.012695,8.344
XfZJsj5y5a,1130155849.842,167.622,163.105,7.545,L1,135.587952,0.633
V6028dTyEa,1126887916.306,1521.968,121.663,65.519,H1,2979.936523,0.813
6ZFJh2serl,1131055678.311,3876.353,72.366,81.159,H1,7742.791016,2.75
iudGrwzzF6,1126954781.54,260.916,183.495,13.385,H1,403.289337,0.094
1hecehJMjw,1130916244.875,3977.241,32.552,3074.951,L1,7946.48291,13.688
NT1AraDxLI,1133938757.376,554.465,262.065,14.488,H1,1004.013428,0.047
Pyc684D1YO,1128518732.766,809.473,225.349,107.087,H1,1554.946655,0.813
TkpAi95iyV,1131116743.281,2522.281,83.006,14.259,L1,4882.428223,1.443
NGodo27RM7,1132941106.155,680.826,324.754,20.176,H1,1256.735474,0.094
LJKENwtrdZ,1137095784.625,1503.598,18.986,9.779,H1,2997.282471,3.25
KmOsvsasUq,1132413158.823,3520.173,498.708,66.35,H1,7021.479492,2
7Ps0OJrtgw,1132177926.38,167.031,137.711,10.764,H1,249.398407,0.078
IUxkgTYJPk,1128432700.23,178.083,127.559,9.036,L1,230.177948,0.055
RGWk1OM3yH,1135510891.852,3978.313,13.013,31.54,L1,7944.340332,4
Raj5XeRpV5,1132743517.176,3403.646,262.065,2921.903,H1,6797.37793,6.227
1xwcLoTwq3,1132002638.844,3977.72,10.88,14.643,L1,7945.525879,2.5
4xXKNocPub,1134484386.313,3246.979,21.507,8.761,H1,6473.36377,1.688
CKnyBlpT8X,1128421876.754,1608.932,134.965,9.122,L1,3081.365234,0.134
B97vo37WLo,1126743146.993,662.101,183.495,198.337,H1,1260.201172,1.188
zV9AYs5OZe,1127702614.462,542.099,149.414,22.108,H1,1020.198975,0.438
WlyVXd75Gx,1132481823.836,843.689,324.754,13.071,H1,1557.363403,0.086
JbJSsOTAZ8,1136294077.01,3962.629,1862.419,10.18,L1,7677.842285,1.183
IxWXzwQDg5,1134268206.147,542.019,111.128,28.401,H1,1028.905518,0.625
8BQqQBROUM,1130850445.119,1224.373,72.366,71.29,L1,2419.773926,1.5
Nr7H4LWZjY,1127596367.382,303.684,121.663,22.374,L1,528.770081,0.188
FUwsx736ZD,1136977106.813,365.044,137.711,32.538,H1,645.838928,0.375
Mzze3KShgn,1134180948.625,3882.4,18.634,9.043,L1,7730.696777,2.041
PFzHSs1bf3,1127183422.987,204.324,183.495,14.407,L1,344.648926,0.313
2Lj3PB0FBI,1132635813.649,3392.226,211.477,58.046,L1,6755.480957,1.723
ePK1LrWlFr,1136269873.188,3000.348,10.416,43.996,L1,5992.422363,6.75
eNigRspf92,1132803868.881,822.035,402.439,36.195,H1,1600.67041,0.5
RhU54mR0Ze,1134447809.78,3977.241,1806.022,1819.949,L1,7946.48291,6.938
OfeshPSHVI,1136413396.391,3585.045,10.501,12.167,H1,7160.17627,2.5
obJlpzO7yj,1136397866.812,1939.182,137.711,19.472,H1,3773.447266,0.031
fGUXReZQ49,1134918083.172,3978.998,10.501,9.194,L1,7942.969238,1.344
fjIrHkc84I,1131656571.407,3713.059,137.711,20.063,L1,7357.79834,0.25
nf3nlzvRTF,1132136289.801,3373.18,211.477,30.383,H1,6691.228516,0.41
jsK4vgBbeO,1136206508.702,3528.413,1146.506,8.36,L1,6355.689453,0.84
Mv8tWML2rr,1131447186.438,2987.684,64.915,7.643,L1,5849.005371,0.625
SZzITgX27A,1133281290.563,37.776,31.825,11.353,H1,31.06266,1.5
oUVAaadBzV,1127366408.884,1212.732,149.414,62.359,H1,2361.463379,0.5
8LnUahTFdP,1136108695.14,443.2,111.128,7.54,L1,725.284607,0.34
Vo1d6sOEj8,1131714517.895,2373.035,30.687,942.709,H1,4736.15625,7.625
ZhL6slqEqI,1127004476.97,260.916,225.349,8.102,H1,403.289337,0.188
q8wnrgjq7D,1133837806.844,1902.945,10.88,13.271,L1,3793.605469,2.25
lkvmqEnxt1,1128827247.174,1087.149,171.213,8.099,L1,1995.509155,2.219
buc7ArVCoA,1135752278.891,3808.556,15.488,79.923,L1,7604.82666,7.5
LJP0HPit9T,1131627742.953,61.445,59.708,11.896,H1,38.22551,0.75
1434udlYch,1134909520.352,2959.164,211.477,51.193,H1,5906.043457,2.313
PkreklE5bT,1133255126.688,1849.716,11.139,9.102,L1,3684.405029,3.5
NDq2e0SIAb,1132332781.718,680.826,324.754,12.368,L1,1256.735474,0.047
Ek3GvFq3qa,1128163226.476,282.644,99.067,19.079,H1,501.287842,0.219
2Xl8CQ0ZU0,1129359902.598,2058.438,253.126,9.539,L1,3710.18042,0.779
f87EnD1Opp,1127625435.651,444.386,149.414,190.449,L1,824.772766,1.125
QgrZDjOlQw,1127166916.55,250.93,183.495,10.045,H1,423.261902,0.039
tfKeM8uGuZ,1131169824.563,65.483,64.915,8.118,L1,2.33246,0.5
NOsYE0219V,1127306442.52,580.992,159.868,9.479,H1,942.41394,0.094
OyzzqHoF9L,1133106392.69,837.414,324.754,14.744,H1,1569.912109,0.078
hRyaJZOord,1133459226.844,2411.479,10.88,15.228,L1,4810.672363,2.736
3mudA94eSs,1135780265.021,447.433,170.654,18.117,H1,810.202271,0.125
ulqEN7xmQH,1131102005.145,2622.114,38.027,18.937,L1,5227.639648,3.25
FCDVIPbbGV,1136397720.278,1031.46,137.711,17.934,H1,1958.004639,0.32
Yq0NtMfdYJ,1126814611.206,1653.409,99.067,87.564,H1,3242.818115,1
IOUBtZ3iQT,1127183348.749,217.96,183.495,10.391,H1,317.377319,0.047
poG3Z4jnEA,1135919969.78,245.164,211.477,19.494,L1,405.663574,0.219
2GBXLuRnKE,1137218126.139,1961.607,1527.022,11.029,L1,1304.826538,0.066
jv53Kz2mXm,1128667462.983,204.324,121.663,26.014,H1,344.648926,0.625
J0tFCf80Jp,1130876160.188,64.973,64.915,7.609,L1,4.36192,0.875
rhSwPn3N6C,1130785776.141,61.445,59.708,14.256,H1,38.22551,0.875
vrEofnjqwJ,1136036197.469,2081.553,49.677,14.345,H1,4144.240723,3.75
bOJXJzFL6j,1129802257.759,1787.213,2025.31,16.85,H1,3510.425537,0.181
afb3t9fWPj,1132739357.841,663.572,137.711,154.306,L1,1291.24292,1.375
wFYPrEXOG8,1134150097.684,3521.702,1311.325,7.728,L1,7018.419922,0.414
dLy1l6OoFA,1133008865.76,2649.011,89.676,37.297,H1,5269.05127,1.625
uiwXNJjH3x,1136209953.453,3978.313,10.501,9.653,L1,7944.340332,1.5
vV1Rk05tUQ,1128868648.847,217.96,121.663,16.776,H1,317.377319,0.188
pFxQ7zNot8,1132390014.194,3576.408,111.128,12.619,H1,7142.90332,2.25
DIZSEhw4lc,1126780474.391,60.527,60.799,11.682,H1,24.528191,0.438
iMrt1xIZYG,1129656606.37,1815.276,276.75,7.755,H1,3299.392822,0.482
K0aocwKRc3,1135526018.031,3979.047,17.597,75.999,L1,7942.870605,3.5
UN1LQv1Erd,1131378061.891,298.747,59.708,13.251,H1,512.830017,0.781
eit0GmDZ5H,1129311450.745,243.217,236.873,8.702,H1,266.863831,0.508
3HQQi2Z5cD,1126652637.683,464.782,276.75,22.931,L1,783.981567,0.109
6vMj4w0AUl,1127936053.213,1944.64,53.485,36.238,H1,3825.279297,1.045
TuOqtbIE1C,1131054659.954,3196.447,111.128,59.501,H1,6380.609375,1.5
YNA1GWlc21,1129370003.684,1972.764,225.349,2904.297,H1,3881.52832,5.789
XC9Cm6NQaL,1134348375.375,3984.255,18.322,7.559,L1,7932.455078,1.25
XKZcRWLol2,1132728108.583,310.084,137.711,10.284,H1,490.155029,0.035
